ID,Name,NetWorth,x,y,z,sector or company,industries,connections,Age,Source_or_company_extended,Philanthropy_Score,Self_Made_Score,Citizenship,Marital_Status,Children,connection_names_matched,is_valid,connection_count,vx,vy,vz,velocity_strength,NetWorth_Billions
1996,Solomon Lew,1789061169.0,0.17773657,-0.323381,-0.6146898,Retail,ai/software/retail,1434/872,81.0,Retail/ Self Made,,,Australia,Married,3.0,Lindsay Fox/Takao Yasuda,True,2,0.025155976232427563,0.0038022505331882723,0.0031953210447859624,0.025641574169751026,1.789061169
1997,Manuel Arango Arias,1789061169.0,-1.2311802,0.8024091,-0.6635506,Walmart Mexico,social media/retail/logistics,,90.0,Walmart Mexico/ Self Made,,,Mexico,Widowed,,,True,0,0.004294695564636697,-0.00041609050818848395,0.002526352844731974,0.005,1.789061169
1998,Manuel Lao Hernández & family,1789061169.0,1.3696917,1.1520954,-0.18673623,Casinos,gambling/entertainment,2045/2364/58/990,81.0,Casinos/ Self Made,,,Spain,Married,3.0,Angela Leong/Lim Kok Thay/Miriam Adelson & family/Pansy Ho,True,4,-0.04051444915906425,-0.005055876854735811,-0.010536928565082137,0.04216644809582969,1.789061169
1999,Anthony Casalena,1789061169.0,-1.4420309,1.036205,-0.69380856,Software,software/cloud,470/2847/1015/509/2851,44.0,Software/ Self Made,,,United States,Single,,Mike Cannon-Brookes/Mike Speiser/Richard White/Scott Farquhar/Tope Awotona,True,5,0.03290527400282963,-0.023585276378869216,-0.00929176000963693,0.04153744242422287,1.789061169
2000,Ren Jinsheng & family,1789061169.0,1.5365288,0.95979595,-0.7201422,Pharmaceutical,healthcare/pharmaceuticals,123/1877/2543/3228/1646,63.0,Pharmaceutical/ Self Made,,,China,,,Chen Jianhua/Fan Xiulian/Leopoldo Espinosa Abdalá/Wu Jinzi/Wu Yiling,True,5,-0.03781251716386195,-0.025145197487519307,0.015556307385643082,0.048000688645375864,1.789061169
2001,Walter Wang,1789061169.0,1.2535774,1.697775,-0.7949122,Manufacturing,Manufacturing,,,,,,,,,,True,0,-0.00160352109931289,-0.003550536655397198,0.003134072357610663,0.005,1.789061169
2002,Wee Ee Chao,1789061169.0,0.8527917,0.02812358,-0.13627166,Banking,finance,1572/1712/3286/3287,70.0,Banking,,,Singapore,,,Wee Ee Cheong/Wee Ee Lim/Wee Wei Chi/Wee Wei Ling,True,4,-0.0024725370035601282,-0.019932303662163534,-0.011962709832404737,0.023377694391213708,1.789061169
2003,Djoko Susanto,1789061169.0,1.6084056,-0.27134457,-0.48318163,Supermarkets,retail,160/293/667/666/159/1380/663,76.0,Supermarkets/ Self Made,,,Indonesia,Married,5.0,Beate Heister/Charles Butt/Doug Meijer & family/Hank Meijer & family/Karl Albrecht Jr. & family/Lin Ming-hsiung/Mark Meijer & family,True,7,-0.03405875484073132,0.022949115540903654,0.01915753416227992,0.04531745580446576,1.789061169
2004,Guillermo Rauch,1789061169.0,-0.7126206,0.72692835,-0.8840791,AI software,ai/software/cloud,2126/496/1854/2664/1929,35.0,AI software/ Self Made,,,United States,,,Amjad Masad/Daniel Nadler/Jyoti Bansal/Peter Ludwig/Surya Midha,True,5,-0.013786604358268662,0.0013265496738443894,0.03421507567978783,0.036912079290419515,1.789061169
2005,Johnny Ho,1789061169.0,-1.100392,1.1773899,0.9214052,Artificial intelligence,semiconductors/ai/software,555/2007/156/2730/557/558,,Artificial Intelligence/ Self Made,,,United States,,,Daniela Amodei/Denis Yarats/Edwin Chen/Lucy Guo/Jack Clark/Tom Brown,True,6,0.018698213330389353,0.013705456324486774,-0.03403334592203663,0.041179258728881604,1.789061169
2006,Andy Konwinski,1789061169.0,-1.5206192,0.8074014,-0.59848595,Artificial intelligence,semiconductors/ai/software,767/555/2007/156/557/2730/558,42.0,Artificial Intelligence/ Self Made,,,United States,Married,2.0,Ali Ghodsi/Daniela Amodei/Denis Yarats/Edwin Chen/Jack Clark/Lucy Guo/Tom Brown,True,7,0.029627427837997274,0.015359004917318293,0.017328565613793038,0.03760269536319802,1.789061169
2007,Denis Yarats,1789061169.0,1.2781487,0.6782107,-1.1257547,Artificial intelligence,semiconductors/ai/software,2006/2008/555/156/2005/2730,38.0,Artificial Intelligence/ Self Made,,,United States,,,Andy Konwinski/Aravind Srinivas/Daniela Amodei/Edwin Chen/Johnny Ho/Lucy Guo,True,6,-0.029437066001212955,0.0071565038722990765,0.03216820490406944,0.04418766580375339,1.789061169
2008,Aravind Srinivas,1789061169.0,-1.5280507,0.9774623,-0.34130937,Artificial intelligence,semiconductors/ai/software,555/2730/2007/156/557/558,31.0,Artificial Intelligence/ Self Made,,,India,Single,,Daniela Amodei/Lucy Guo/Denis Yarats/Edwin Chen/Jack Clark/Tom Brown,True,6,0.029940026203803413,0.01000683770664468,0.011226723021267714,0.03350494410930756,1.789061169
2009,Mustafa Kucuk,1789061169.0,0.3759476,0.92324346,0.5016813,Fashion retail,ai/software/retail/luxury/fashion,168/1342/31/1619/1229,62.0,Fashion retail/ Self Made,,,Turkey,Married,3.0,Anders Holch Povlsen/Qiu Guanghe & family/Tadashi Yanai & family/Tang Yiu/Zhou Jianping,True,5,0.0014323117412365083,-0.013893006908785907,-0.03501586996711364,0.037698518637281596,1.789061169
2010,Jane Lauder,1789061169.0,-1.3940964,0.6747057,0.41074774,Estée Lauder,Estée Lauder,2737/1389/885/2722,53.0,Estée Lauder,,4.0,United States,Married,,Aerin Lauder/Barry Sternlicht/Ronald Lauder/William Lauder,True,4,0.019337051179356867,0.02430156015092757,-0.023918642811742403,0.039199347546074466,1.789061169
2011,Aneel Bhusri,1789061169.0,-1.1072268,0.697279,-0.7235937,Business software,software/cloud,435/1385/1574,60.0,Business software/ Self Made,1.0,8.0,United States,Married,2.0,David Duffield/Jerry Yang/Reid Hoffman,True,3,0.022910524494710503,0.01648762075398884,-0.009212504949864725,0.029691817361040325,1.789061169
2012,Chu Mang Yee & family,1789061169.0,0.964627,0.92410296,-0.62676966,Real estate,real estate,114/1111/1966,66.0,Real estate/ Self Made,,,China,Married,1.0,Harry Triguboff/Kwek Leng Beng/Manuel Villar,True,3,-0.0012871996921111108,-0.0481568307885986,0.00019263853402678207,0.04817441586832041,1.789061169
2013,Mohammed Dewji,1789061169.0,0.45136854,-0.35645434,0.6145172,Diversified,Diversified,36/20,51.0,Diversified,,,Tanzania,Married,3.0,Li Ka-shing/Mukesh Ambani,True,2,0.020201559379465005,0.03183193541072015,-0.028840556218289272,0.047467386660049175,1.789061169
2014,Wilma Tisch,1789061169.0,-1.5443342,1.194501,0.4426713,Loews,Loews,2326/1478/1935/1936,98.0,Loews,,,United States,Widowed,4.0,James Tisch/Jonathan Tisch/Laurie Tisch/Steven Tisch,True,4,0.0034445221842978446,-0.005548835099855793,0.01693110874396011,0.018147086469825234,1.789061169
2015,Yeh Kuo-I,1789061169.0,1.8505499,1.4785366,-0.17957455,Computers,Computers,312/1890/920/533/2511/302,85.0,Computers/ Self Made,,,Taiwan,Married,2.0,Anthony Pratt/Fiona Geminder/Haryanto Tjiptodihardjo/Horst Julius Pudwill/Yang Yuanqing/Zhou Chaonan,True,6,-0.008972674459812641,-0.03518108689040334,-0.025016090678460414,0.0440910711435415,1.789061169
2016,Larry Connor,1789061169.0,-1.2762494,0.6184472,0.43083692,Real estate,real estate,114/1111/1966,76.0,Real estate/ Self Made,,,United States,Married,3.0,Harry Triguboff/Kwek Leng Beng/Manuel Villar,True,3,0.039587926438004316,-0.022171313015464336,-0.0193896978855274,0.04934299772594451,1.789061169
2017,Zhou Yahui,1789061169.0,0.9144098,1.4383117,-0.42276376,online games,online games,1335/2216/39/53/1784,49.0,online games/ Self Made,,,China,Divorced,,Kwon Hyuk-bin/Li Qiong/Ma Huateng/William Ding/Yoo Jung-hyun,True,5,0.03463285398204193,-0.019269946841241694,-0.026036086513749765,0.047419861104364074,1.789061169
2018,Domenico Dolce,1789061169.0,0.019804306,0.56803715,0.5261304,Luxury goods,social media/luxury/fashion/retail,91/185/2265/1070/2019,67.0,Luxury goods/ Self Made,,,Italy,Single,,François Pinault & family/Johann Rupert & family/Pantaleo Dell'Orco/Patrizio Bertelli/Stefano Gabbana,True,5,0.0036998821809124498,0.0024162293005481426,-0.01902050724429955,0.019527083448787542,1.789061169
2019,Stefano Gabbana,1789061169.0,0.060152553,0.59409666,0.4927705,Luxury goods,social media/luxury/fashion/retail,2018/91/185/1073/2265/1070,63.0,Luxury goods/ Self Made,,,Italy,Single,,Domenico Dolce/François Pinault & family/Johann Rupert & family/Miuccia Prada/Pantaleo Dell'Orco/Patrizio Bertelli,True,6,-0.0023561915545007466,-0.00333608397163088,-0.01107813247243704,0.011807036630083652,1.789061169
2020,Paul Saville,1789061169.0,-0.5955147,0.44606677,-0.11450239,Homebuilder,Homebuilder,1700,70.0,Homebuilder/ Self Made,,6.0,United States,,,Dwight Schar,True,1,-0.014091859757164297,-0.027834671345311812,0.03907237591550956,0.05000000000000001,1.789061169
2021,Bernhard Braun-Luedicke,1789061169.0,-0.002611652,1.0664619,0.39563355,Medical technology,healthcare/pharmaceuticals,2319/2022/2023/2320/2321/1074,49.0,Medical technology,,,Germany,,,Anna Maria Braun/Eva Maria Braun-Luedicke/Friederike Braun-Luedicke/Johanna Braun/Karl Friedrich Braun/Otto Philipp Braun,True,6,0.023729258203683587,-0.02478624865328455,0.027194530022951115,0.043783310523174516,1.789061169
2022,Eva Maria Braun-Luedicke,1789061169.0,0.19765161,0.9051099,0.5649588,Medical technology,healthcare/pharmaceuticals,2319/2021/2023/2320/2321/1074,39.0,Medical technology,,,Germany,,,Anna Maria Braun/Bernhard Braun-Luedicke/Friederike Braun-Luedicke/Johanna Braun/Karl Friedrich Braun/Otto Philipp Braun,True,6,0.008888280888295592,-0.007468044427607186,0.00790113452008312,0.014042832742235611,1.789061169
2023,Friederike Braun-Luedicke,1789061169.0,-0.25754273,0.72153145,0.872524,Medical technology,healthcare/pharmaceuticals,2319/2021/2022/2320/2321/1074,42.0,Medical technology,,,Germany,,,Anna Maria Braun/Bernhard Braun-Luedicke/Eva Maria Braun-Luedicke/Johanna Braun/Karl Friedrich Braun/Otto Philipp Braun,True,6,0.03993923593080581,0.011602725448456086,-0.02131823308037851,0.04673577715453296,1.789061169
2024,Michael Heine,1789061169.0,0.40486494,-0.42563692,-0.21521488,Financial services,finance,746/1763,76.0,Financial services/ Self Made,,,Australia,Married,2.0,Andre Koo/Jannie Mouton & family,True,2,0.006304658652229259,0.049290155099038745,0.004093815499615794,0.04986007857748841,1.789061169
2025,Bill Austin,1789061169.0,-1.8728751,0.71111506,0.25565195,Hearing aids,ai/software,1934/2494/3229,84.0,Hearing aids/ Self Made,,9.0,United States,Married,3.0,Beda Diethelm/Hans-Ueli Rihs & family/Susan Carol Holland,True,3,0.02810654601682804,0.01061365412369607,0.00209264433428855,0.030116552644075194,1.789061169
2026,Paolo Bulgari,1789061169.0,0.028861403,0.66997147,0.4394341,Luxury goods,social media/luxury/fashion/retail,1406/10/1717,88.0,Luxury goods,,,Italy,,,Alberto Palatchi/Bernard Arnault & family/Nicola Bulgari,True,3,0.026877073209097394,-0.03969667229328422,-0.003887675182431527,0.048096952853290756,1.789061169
2027,Edir Macedo & family,1789061169.0,-0.6563275,0.7013053,0.14250387,broadcasting,broadcasting,,81.0,broadcasting/ Self Made,,,Brazil,Married,3.0,,True,0,0.004385069391967237,-0.0018606899608076346,-0.0015195391727039374,0.005,1.789061169
2028,Binod Chaudhary,1789061169.0,0.8069706,0.13739601,0.31243092,Diversified,Diversified,36/20,71.0,Diversified,,,Nepal,Married,3.0,Li Ka-shing/Mukesh Ambani,True,2,-0.021743466845899718,-0.0177530471473204,0.0021124620052466454,0.028149805136400714,1.789061169
2029,Zhang Yubo,1789061169.0,1.6262975,0.89512897,-1.170975,Semiconductor,semiconductors/hardware,2346/908/2427/796/1809,41.0,Semiconductor/ Self Made,,,China,,,Huang Xu/Li Min/Wang Dong/Zhang Jianzhong/Zhang Shilong & family,True,5,-0.005471360096517518,0.008228642091695418,0.03376973634809154,0.03518581283697452,1.789061169
2030,Bennett Rosenthal,1789061169.0,-1.2166842,0.5791944,-0.6166337,Finance,finance,290/2228/2159/517,62.0,Finance/ Self Made,,,United States,Married,,Antony Ressler/David Kaplan/Michael Arougheti/Michael Milken,True,4,0.011352513270849296,0.021362339552586727,0.03998495073704718,0.046733557473927774,1.789061169
2031,Herbert Allen Jr & family,1789061169.0,-1.4649009,0.96319336,0.07852104,Investment banking,finance/investment,837/3339/2991/1286,86.0,Investment banking,,4.0,United States,Divorced,4.0,Barry Diller/Paul Taubman/Ruben Vardanyan & family/Warren Stephens,True,4,-0.01498650060804354,0.012339204875092323,-0.003960444675948383,0.0198125288505945,1.789061169
2032,Yuri Kovalchuk & family,1789061169.0,-0.877969,0.1781842,0.068046555,Banking  insurance  media,finance/media/entertainment,2876,74.0,Banking/ insurance/ media/ Self Made,,,Russia,Married,1.0,Andrei Molchanov,True,1,0.0472477684025461,0.010407375868180895,0.01262279321377691,0.05,1.789061169
2033,Ilkka Herlin,1789061169.0,0.46104324,0.6667035,0.2835405,Elevators  escalators,Elevators/escalators,1046/1953/2155,67.0,Elevators/ escalators,,,Finland,Married,4.0,Antti Herlin/Heikki Herlin/Ilona Herlin,True,3,-0.021531537867934242,-0.007040627646861555,-0.013798193183993598,0.0265248505323375,1.789061169
2034,Barbara Banke & family,1789061169.0,-0.62949723,0.8563731,-0.55314934,Wine,Wine,,,,,,,,,,True,0,0.0013613269013881182,-0.0036362484472089907,0.0031503152695765593,0.005,1.789061169
2035,Joseph Bae,1789061169.0,-1.4670746,1.2409366,0.6414099,Private equity,investment/finance,1406/223/256/1898,54.0,Private equity/ Self Made,,,United States,Married,4.0,Alberto Palatchi/George Roberts/Henry Kravis/Scott Nuttall,True,4,0.00436876477322823,0.008579442458766805,-0.03507422251554438,0.036371610132313506,1.789061169
2036,Dominika Kulczyk,1789061169.0,-0.5101737,0.56644243,0.3883574,Diversified,Diversified,36/20,48.0,Diversified,,,Poland,Divorced,2.0,Li Ka-shing/Mukesh Ambani,True,2,0.04418740154743417,-0.0170217298621194,-0.00942575518304821,0.04828157623549499,1.789061169
2037,Gavril Yushvaev & family,1789061169.0,0.5577476,0.63840276,-0.3708998,Precious metals  real estate,social media/advertising/ai/real estate/mining/materials,1704,68.0,Precious metals/ real estate/ Self Made,,,Russia,Married,7.0,Vivek Ramaswamy,True,1,-0.04461399793043238,0.0008947958048250297,0.022556385551125956,0.05,1.789061169
2038,Liesel Pritzker Simmons,1789061169.0,-1.3760935,1.1822071,-0.036192894,Hotels  investments,investment/finance,735/523/1849/996/423/525,42.0,Hotels/ investments,,,United States,Single,,Jean (Gigi) Pritzker/Karen Pritzker/Matthew Pritzker/J.B. Pritzker/Robert Rowling/Thomas Pritzker,True,6,0.006261960069199293,-0.008007293274733788,0.002397800546003959,0.010444057494779519,1.789061169
2039,Farris Wilks,1789061169.0,-0.7349572,0.45035034,0.12732404,Natural gas,energy/oil and gas,1786/134/373/713,74.0,Natural gas/ Self Made,,,United States,Married,11.0,Dan Wilks/Harold Hamm & family/Terrence Pegula/Trevor Rees-Jones,True,4,-0.01042980256865881,-0.01202718220679857,-0.025727695053428614,0.030254721717757532,1.789061169
2040,Zhao Ding,1789061169.0,1.7567555,1.600327,-0.09405571,Snacks,Snacks,2918/1543/1315/1308/3245,36.0,Snacks/ Self Made,,,China,Married,,Bhikhabai Virani/Manohar Lal Agarwal/Shiv Kishan Agrawal/Yan Zhou/Zhang Xuewu,True,5,0.014936508234749105,-0.03882082791696006,-0.01132286159472784,0.04310873638948741,1.789061169
2041,Stéphane Bancel,1789061169.0,-1.5524893,1.4390811,0.46974918,Biotech  vaccines,healthcare/pharmaceuticals,67/2201/13/3227,53.0,Biotech/ vaccines/ Self Made,,,France,Married,2.0,Eduardo Saverin/Noubar Afeyan/Steve Ballmer/Timothy Springer,True,4,0.021512784936814924,-0.012795032670215088,-0.03749482462083686,0.04508186608955796,1.789061169
2042,Manfredi Lefebvre d'Ovidio & family,1789061169.0,-0.053928643,0.7651094,0.5032948,Cruises,Cruises,,,,,,,,,,True,0,0.001821445408381061,-0.0038294159215923602,-0.00264913388180788,0.005,1.789061169
2043,Luiz Frias,1703867780.0,-0.2644531,-0.29712188,0.554737,Media,media/entertainment,596/3329,63.0,Media,,,Brazil,,,David Thomson/Maria Frias,True,2,-0.018736925858658243,0.04470513619396497,0.003425420816922934,0.04859377635589584,1.70386778
2044,Mehmet Ali Aydinlar,1703867780.0,1.0739619,1.2543072,1.2823002,Hospitals,healthcare,587,69.0,Hospitals/ Self Made,,,Turkey,Married,1.0,Chen Bang,True,1,0.020617257720994396,-0.0005997144060789481,-0.045547437103499455,0.05,1.70386778
2045,Angela Leong,1703867780.0,1.6770437,0.49956942,-0.20049459,Casinos,gambling/entertainment,2364/58/990,65.0,Casinos,,,Hong Kong,Widowed,5.0,Lim Kok Thay/Miriam Adelson & family/Pansy Ho,True,3,-0.04404716274279482,0.010040417299256827,-0.007218625623002073,0.04575009378262005,1.70386778
2046,Per Sandberg,1703867780.0,0.31289417,0.57829446,0.52398884,Pharmaceuticals,healthcare/pharmaceuticals,1128/94/337/455/253/139,64.0,Pharmaceuticals,,,Sweden,,2.0,Dennis Bastas/Dilip Shanghvi/Murali Divi & family/Pankaj Patel/Sun Piaoyang/Zhong Huijuan,True,6,0.01858715569678488,-0.01625985525808097,-0.03258751738578316,0.040887792056786165,1.70386778
2047,Mark Coombs,1703867780.0,-0.892307,1.1458449,0.24572782,Finance,finance,498/414,65.0,Finance/ Self Made,,,United Kingdom,,,Cho Jung-ho/Jean Salata,True,2,0.007924746528210144,-0.018844269734059397,-0.02343752540567577,0.031100252514860115,1.70386778
2048,Girdhari Jaisinghani,1703867780.0,0.81290054,0.4411167,0.2286742,Cables & wires,Cables & wires,1733/1665/1724,81.0,Cables & wires,,,India,Married,3.0,Ajay Jaisinghani/Inder Jaisinghani/Ramesh Jaisinghani,True,3,0.003654802597193649,0.006012926180744942,0.021698793568005158,0.022811192550729203,1.70386778
2049,Pan Dong,1703867780.0,0.34648615,1.0195364,1.8439804,Consumer goods,Consumer goods,,,,,,,,,,True,0,-0.00021359674750412645,-0.003885499974504478,-0.0031396283820830386,0.005,1.70386778
2050,Wu Shaoxun,1703867780.0,0.9659308,0.6253662,-0.23167688,Wine,Wine,2034,70.0,Wine/ Self Made,,,China,,,Barbara Banke & family,True,1,-0.04852846645115743,0.0070265849576654875,-0.009778294725134707,0.05,1.70386778
2051,Shuo Wang,1703867780.0,0.9067626,1.1671482,1.215286,HR software,software/cloud,2052/25/1185/1577/358,37.0,HR software/ Self Made,,8.0,United States,,,Alex Bouaziz/Charles Koch & family/Hemant Taneja/Lisa Su/Morris Chang,True,5,-0.030606871101197926,-0.0051254761815088005,-0.037335207519861545,0.04854862289750024,1.70386778
2052,Alex Bouaziz,1703867780.0,0.4186526,1.5856535,1.0207329,HR Software,software/cloud,2051,33.0,HR Software/ Self Made,,,France,,,Shuo Wang,True,1,0.03633118800411141,-0.031150344666196247,0.014481049871714755,0.05,1.70386778
2053,John Abele & family,1703867780.0,-0.8490435,0.7544613,0.58288217,Healthcare,healthcare,1238/1279,89.0,Healthcare/ Self Made,,,United States,Married,3.0,Prathap Reddy/Xue Min,True,2,0.04508276036171453,-0.004984149338640786,-0.012518110273243954,0.04705316260651082,1.70386778
2054,Randal J. Kirk,1703867780.0,-0.725859,0.32887492,0.28905466,Pharmaceuticals,healthcare/pharmaceuticals,274/364/13,72.0,Pharmaceuticals/ Self Made,1.0,8.0,United States,Married,3.0,Ernesto Bertarelli/Patrick Soon-Shiong/Steve Ballmer,True,3,-0.009448511878803191,0.027855149339138043,-0.03181733208278867,0.043330432057573816,1.70386778
2055,Tom Werner,1703867780.0,0.9500206,0.14979237,-0.7833824,Sports teams,logistics/shipping/sports/entertainment,,,,,,,,,,True,0,-0.004489635444100112,-0.0010211120898695125,0.0019494880556192972,0.005,1.70386778
2056,Vadim Yakunin,1703867780.0,0.2932893,0.5402081,0.6526205,Pharmacy,Pharmacy,716/1678/2474/1505/150/3308,63.0,Pharmacy/ Self Made,,,Russia,Married,3.0,Alexander Abramov/Alexander Frolov/Edward Netylko/Mikhail Shelkov/Nik Storonsky/Petr Bely,True,6,0.03213075370487348,0.007805857360181908,-0.009053636646902589,0.03428243105885118,1.70386778
